voyage_id,flow,area_no,planned_boxes,size_mode,plan_date
453250,OF,19,74,40,
453250,OF,29,14,20,
453250,OF,29,97,40,
453250,OF,2A,154,40,
453250,OF,2B,17,40,
453250,OF,39,2,20,
453250,OF,39,8,40,
453250,OF,49,10,20,
453250,OF,49,4,40,
453250,OF,6A,43,40,
453273,IF,79,71,20,
453273,IF,79,7,40,
453273,IF,7B,54,40,
453273,IZ,68,208,20,
453273,IZ,68,143,40,
453273,OZ,10,18,40,
453273,OZ,11,51,20,
453273,OZ,11,33,40,
453273,OZ,E1,289,40,
453273,OZ,E2,215,40,
453273,OZ,E3,1,20,
453273,OZ,E3,656,40,
453273,OZ,E4,507,40,
453273,OZ,EA,117,40,
453273,T,22,41,40,
453273,T,44,1,20,
453273,T,44,139,40,
453273,T,55,219,40,
453273,T,62,19,40,
453273,T,72,13,40,
453273,T,73,15,40,
453273,T,74,1,20,
453273,T,74,122,40,
453273,T,83,308,20,
453273,T,83,93,40,
453273,T,85,220,40,
453307,IF,79,63,20,
453307,IF,79,264,40,
453307,IZ,68,2,20,
453307,IZ,68,17,40,
453307,OZ,10,18,40,
453307,OZ,11,25,20,
453307,OZ,11,46,40,
453307,OZ,E8,787,40,
453307,OZ,E9,753,40,
453307,OZ,EA,1,20,
453307,OZ,EA,696,40,
453307,T,22,41,40,
453307,T,53,170,20,
453307,T,53,81,40,
453307,T,62,19,40,
453307,T,64,1,20,
453307,T,64,151,40,
453307,T,72,13,40,
453307,T,73,15,40,
453307,T,75,210,40,
453308,OF,29,56,20,
453308,OF,3B,27,40,
453308,OF,59,1,20,
453308,OF,89,36,20,
453324,OF,28,2,20,
453324,OF,38,1,40,
453324,OF,3B,11,40,
453352,OF,5A,25,20,
453352,OF,5A,78,40,
453352,OF,5B,25,20,
453352,OF,5B,78,40,
453356,OF,19,44,20,
453356,OF,28,45,20,
453356,OF,29,41,20,
453356,OF,29,56,40,
453356,OF,2A,86,40,
453356,OF,38,44,20,
453356,OF,38,27,40,
453356,OF,39,27,20,
453356,OF,39,1,40,
453356,OF,3A,1,20,
453388,OF,28,65,20,
453388,OF,28,30,40,
453388,OF,2B,87,40,
453388,OF,49,67,20,
453388,OF,49,87,40,
453388,OF,4A,2,40,
453388,OF,4B,85,40,
453388,OF,69,67,20,
453388,OF,69,87,40,
453388,OF,89,66,20,
453388,OF,89,87,40,
453396,OF,59,1,20,
453396,OF,89,17,20,
453396,OF,89,1,40,
453396,OF,8A,36,40,
453396,OF,9B,10,40,
453412,OF,49,21,20,
453412,OF,49,21,40,
453412,OF,4B,10,40,
453412,OF,6B,136,40,
453416,OF,28,103,20,
453416,OF,2A,18,40,
453416,OF,38,69,20,
453416,OF,38,1,40,
453416,OF,4A,47,20,
453416,OF,4A,225,40,
453416,OF,5A,26,20,
453416,OF,5A,230,40,
454447,OF,49,75,20,
454447,OF,49,89,40,
454447,OF,4B,88,40,
454447,OF,59,76,20,
454447,OF,59,87,40,
454447,OF,5A,76,20,
454447,OF,5A,88,40,
454447,OF,69,75,20,
454447,OF,69,87,40,
454447,OF,6A,87,40,
454447,OF,8A,88,40,
454548,IF,7G,2,20,
454548,T,13,279,20,
454548,T,13,19,40,
454548,T,15,224,40,
454548,T,22,41,40,
454548,T,24,192,40,
454548,T,32,440,20,
454548,T,32,31,40,
454548,T,33,392,20,
454548,T,33,28,40,
454548,T,42,331,20,
454548,T,42,28,40,
454548,T,43,24,20,
454548,T,43,164,40,
454548,T,52,279,20,
454548,T,52,22,40,
454548,T,54,1,20,
454548,T,54,134,40,
454548,T,62,19,40,
454548,T,65,95,40,
454548,T,72,13,40,
454548,T,73,15,40,
454549,OF,1A,99,40,
454549,OF,3A,50,40,
454549,OF,49,8,20,
454549,OF,49,19,40,
454549,OF,AB,59,40,
454585,OF,59,38,20,
454585,OF,59,10,40,
454585,OF,69,35,40,
454585,OF,7A,71,40,
454585,OF,8B,32,40,
454710,OF,8A,27,20,
454710,OF,8A,43,40,
454710,OF,8B,23,20,
454710,OF,8B,46,40,
454710,OF,E5,2,40,
