plan_level,six_bay_block_id,area_no,six_bay_block_bays,six_bay_block_total_boxes,allocation_summary
small_six_bay_block,8B-SB02,8B,13|15|17|19|21|23,24,454585_S012|1;454585_S038|8;454585_S039|2;454585_S041|2;454585_S042|1;454710_S003|2;454710_S004|2;454710_S005|1;454710_S013|5
small_six_bay_block,8B-SB03,8B,25|27|37|39|41|43,23,454710_S009|4;454710_S010|2;454710_S011|4;454710_S012|3;454710_S020|5;454710_S021|5
small_six_bay_block,8B-SB04,8B,45|47|49|51|53|55,19,454710_S022|1;454710_S023|1;454710_S024|1;454710_S025|1;454710_S026|7;454710_S031|2;454710_S032|6
small_six_bay_block,8B-SB05,8B,57|59|61|63|65|67,12,454710_S027|4;454710_S028|4;454710_S030|4
small_six_bay_block,9B-SB01,9B,01|03|05|07|09|11,7,453396_S011|2;453396_S015|1;453396_S016|1;453396_S017|2;453396_S022|1
small_six_bay_block,E1-SB01,E1,11|13|15|17|19|21,27,453273_S002|27
small_six_bay_block,E1-SB02,E1,23|25|27|29|31|33,25,453273_S002|25
small_six_bay_block,E1-SB03,E1,35|37|39|41|43|45,7,453273_S002|7
small_six_bay_block,E1-SB04,E1,47|49|51|53|55|57,19,453273_S002|13;454548_S030|3;454548_S031|1;454548_S032|2
small_six_bay_block,E1-SB05,E1,59|61|63|65|67|69,5,453273_S002|5
small_six_bay_block,E1-SB06,E1,71|73|75|77|79|81,21,453273_S002|20;454548_S034|1
small_six_bay_block,E1-SB07,E1,83|85|87|89|91|93,50,453273_S003|8;453307_S003|5;454548_S032|2;454548_S033|14;454548_S034|15;454548_S035|6
small_six_bay_block,E2-SB01,E2,11|13|15|17|19|21,29,453273_S002|29
small_six_bay_block,E2-SB02,E2,23|25|27|29|31|33,22,453273_S002|14;454548_S073|8
small_six_bay_block,E2-SB03,E2,35|37|39|41|43|45,12,453273_S002|12
small_six_bay_block,E2-SB04,E2,47|49|51|53|55|57,22,453307_S003|7;454548_S072|3;454548_S074|12
small_six_bay_block,E2-SB05,E2,59|61|63|65|67|69,2,453273_S002|2
small_six_bay_block,E2-SB07,E2,83|85|87|89|91|93,16,453273_S002|16
small_six_bay_block,E3-SB01,E3,11|13|15|17|19|21,63,453273_S002|63
small_six_bay_block,E3-SB02,E3,23|25|27|29|31|33,49,453273_S002|49
small_six_bay_block,E3-SB03,E3,35|37|39|41|43|45,59,453273_S002|59
small_six_bay_block,E3-SB04,E3,47|49|51|53|55|57,65,453273_S002|65
small_six_bay_block,E3-SB05,E3,59|61|63|65|67|69,64,453273_S002|64
small_six_bay_block,E3-SB06,E3,71|73|75|77|79|81,57,453273_S002|57
small_six_bay_block,E3-SB07,E3,83|85|87|89|91|93,63,453273_S002|41;453273_S003|15;454548_S018|2;454548_S019|5
small_six_bay_block,E4-SB01,E4,11|13|15|17|19|21,29,453273_S002|29
small_six_bay_block,E4-SB02,E4,23|25|27|29|31|33,54,453273_S002|54
small_six_bay_block,E4-SB03,E4,35|37|39|41|43|45,40,453273_S002|40
small_six_bay_block,E4-SB04,E4,47|49|51|53|55|57,88,453273_S002|54;453273_S003|34
small_six_bay_block,E4-SB05,E4,59|61|63|65|67|69,71,453273_S002|71
small_six_bay_block,E4-SB06,E4,71|73|75|77|79|81,46,453273_S002|46
small_six_bay_block,E4-SB07,E4,83|85|87|89|91|93,4,453273_S002|1;453273_S003|3
small_six_bay_block,E5-SB01,E5,09|11|13|15|17|19,7,453307_S002|1;454548_S013|1;454548_S014|1;454548_S015|3;454710_S029|1
small_six_bay_block,E5-SB02,E5,21|23|25|27|29|31,2,453307_S002|2
small_six_bay_block,E5-SB03,E5,33|35|37|39|41|43,23,453307_S002|15;454548_S015|8
small_six_bay_block,E5-SB04,E5,45|47|49|51|53|55,9,453307_S002|9
small_six_bay_block,E5-SB05,E5,57|59|61|63|65|67,4,453307_S002|4
small_six_bay_block,E5-SB06,E5,69|71|73|75|77|79,12,453307_S002|12
small_six_bay_block,E5-SB07,E5,81|83|85|87|89|91,33,453307_S002|33
small_six_bay_block,E6-SB01,E6,11|13|15|17|19|21,56,453307_S002|56
small_six_bay_block,E6-SB02,E6,23|25|27|29|31|33,39,453307_S002|39
small_six_bay_block,E6-SB03,E6,35|37|39|41|43|45,25,453307_S002|25
small_six_bay_block,E6-SB04,E6,47|49|51|53|55|57,18,453273_S028|1;453307_S002|17
small_six_bay_block,E6-SB05,E6,59|61|63|65|67|69,24,453307_S002|24
small_six_bay_block,E6-SB06,E6,71|73|75|77|79|81,16,453307_S002|16
small_six_bay_block,E6-SB07,E6,83|85|87|89|91|93,38,453307_S002|38
small_six_bay_block,E7-SB01,E7,11|13|15|17|19|21,52,453307_S002|52
small_six_bay_block,E7-SB02,E7,23|25|27|29|31|33,23,453307_S002|23
small_six_bay_block,E7-SB03,E7,35|37|39|41|43|45,26,453307_S002|26
small_six_bay_block,E7-SB04,E7,47|49|51|53|55|57,10,453307_S002|10
small_six_bay_block,E7-SB05,E7,65|67|71|73|75|77,29,453307_S002|29
