voy_id,flow,area_no,size,planned_qty,snapshot_qty,new_qty
453400,OZ,9D,40,8,8,0
453400,OZ,AC,40,3,3,0
453400,OZ,E1,40,18,18,0
453400,OZ,E2,40,23,23,0
453400,OZ,E3,40,15,15,0
453400,OZ,E4,40,19,19,0
453400,OZ,E5,40,4,4,0
453400,OZ,E6,40,3,3,0
453400,OZ,E8,40,8,8,0
453400,OZ,E9,40,21,21,0
453400,OZ,EA,40,18,18,0
453400,OZ,EB,40,14,14,0
453400,OZ,EC,40,11,11,0
453400,OZ,10,40,14,14,0
453400,OZ,11,40,5,5,0
453400,OZ,12,40,2,2,0
453400,OZ,30,40,1,1,0
453400,OZ,41,40,1,1,0
453400,OZ,51,40,3,3,0
453400,OZ,60,40,1,1,0
453400,OZ,61,40,6,6,0
453400,OZ,70,40,2,2,0
453400,OZ,71,40,4,4,0
453400,OZ,81,40,3,3,0
453400,OZ,13,40,1,1,0
453400,OZ,14,40,3,3,0
453400,OZ,23,40,11,11,0
453400,OZ,24,40,1,1,0
453400,OZ,26,40,3,3,0
453400,OZ,33,40,6,6,0
453400,OZ,42,40,2,2,0
453400,OZ,43,40,6,6,0
453400,OZ,54,40,1,1,0
453400,OZ,62,40,5,5,0
453400,OZ,63,40,5,5,0
453400,OZ,72,40,6,6,0
453400,OZ,73,40,5,5,0
453400,OZ,82,40,7,7,0
453400,OZ,83,40,6,6,0
453400,OZ,94,40,2,2,0
453400,T,AD,40,1,1,0
453400,T,11,40,4,4,0
453400,T,12,40,6,6,0
453400,T,31,40,2,2,0
453400,T,41,40,4,4,0
453400,T,51,40,2,2,0
453400,T,60,40,2,2,0
453400,T,61,40,2,2,0
453400,T,53,40,1,1,0
453400,T,62,40,1,1,0
453400,T,73,40,1,1,0
453400,T,84,40,1,1,0
453886,IF,E1,40,179,0,179
453886,IF,E2,40,182,0,182
453886,IF,E3,40,232,0,232
453886,IF,E4,40,124,0,124
453886,IF,E8,40,300,0,300
453886,IF,E9,40,300,0,300
453886,IF,EA,40,300,0,300
453886,IF,7G,40,87,0,87
453886,IF,7H,40,92,0,92
453886,IF,8G,40,152,0,152
453886,IF,8H,40,178,0,178
453886,T,52,40,1,0,1
454063,IF,E4,40,1,0,1
