run_id,planning_time,voy_id,flow,area_no,size,planned_qty,status_name,objective_value
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,70,40,2,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,71,40,4,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,72,40,6,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,73,40,5,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,81,40,3,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,82,40,7,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,83,40,6,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,94,40,2,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,9D,40,8,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,AC,40,3,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,E1,40,18,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,E2,40,23,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,E3,40,15,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,E4,40,19,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,E5,40,4,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,E6,40,3,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,E8,40,8,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,E9,40,21,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,EA,40,18,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,EB,40,14,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,OZ,EC,40,11,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,T,11,40,4,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,T,12,40,6,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,T,31,40,2,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,T,41,40,4,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,T,51,40,2,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,T,53,40,1,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,T,60,40,2,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,T,61,40,2,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,T,62,40,1,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,T,73,40,1,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,T,84,40,1,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453400,T,AD,40,1,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453886,IF,7G,40,88,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453886,IF,7H,40,92,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453886,IF,8G,40,151,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453886,IF,8H,40,178,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453886,IF,E1,40,179,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453886,IF,E2,40,182,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453886,IF,E8,40,507,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453886,IF,E9,40,688,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453886,IF,EA,40,61,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,453886,T,52,40,1,OPTIMAL,73649.57700583554
cbe79c980f13,2026-05-08T09:30:00,454063,IF,8G,40,1,OPTIMAL,73649.57700583554
