voyage_id,flow,area_no,planned_boxes,size_mode,plan_date
453416,T,53,6,40,
453416,T,57,1,20,
453416,T,62,1,40,
453416,T,63,1,20,
453416,T,63,5,40,
453416,T,65,1,20,
453416,T,65,2,40,
453416,T,72,4,40,
453416,T,73,1,40,
453416,T,74,1,20,
453416,T,74,1,40,
453416,T,76,4,40,
453416,T,82,2,40,
453416,T,83,3,40,
453416,T,84,1,40,
453416,T,86,1,20,
453416,T,86,5,40,
453416,T,E1,2,40,
453416,T,E2,5,40,
453416,T,E4,1,40,
453416,T,E5,7,40,
453416,T,E6,2,40,
453416,T,E7,2,40,
453416,T,E8,14,40,
453416,T,E9,3,40,
453416,T,EA,5,40,
453416,T,EB,6,40,
453416,T,EC,8,40,
454549,OF,1A,1,20,
454549,OF,1A,4,40,
454549,OF,1C,2,40,
454549,OF,1D,58,20,
454549,OF,1D,114,40,
454549,OF,2C,1,20,
454549,OF,2C,1,40,
454549,OF,2D,93,20,
454549,OF,2D,245,40,
454549,OF,3A,103,20,
454549,OF,3A,193,40,
454549,OF,3G,2,40,
454549,OF,49,7,20,
454549,OF,5D,1,20,
454549,OF,69,3,20,
454549,OF,6H,1,40,
454549,OF,9D,1,20,
454549,OF,AB,2,40,
454549,OF,AC,2,40,
454549,OF,E1,2,40,
454549,OF,E2,2,20,
454549,OF,E2,1,40,
454549,OF,E3,2,40,
454549,OF,E4,7,20,
454549,OF,E4,10,40,
454549,OF,E5,12,40,
454549,OF,E6,18,20,
454549,OF,E6,5,40,
454549,OF,E8,1,20,
454549,OF,E8,35,40,
454549,OF,E9,2,20,
454549,OF,E9,9,40,
454549,OF,EA,4,40,
454549,OF,EB,1,20,
454549,OF,EB,5,40,
454549,OF,EC,19,40,
454549,OF,ED,44,40,
454549,OF,EE,67,40,
454549,OZ,10,22,40,
454549,OZ,11,2,20,
454549,OZ,11,60,40,
454549,OZ,12,3,20,
454549,OZ,12,3,40,
454549,OZ,30,17,40,
454549,OZ,31,2,40,
454549,OZ,40,14,40,
454549,OZ,41,1,20,
454549,OZ,41,5,40,
454549,OZ,51,2,20,
454549,OZ,51,2,40,
454549,OZ,60,8,40,
454549,OZ,61,3,40,
454549,OZ,70,4,40,
454549,OZ,71,3,20,
454549,OZ,71,2,40,
454549,OZ,80,3,20,
454549,OZ,80,9,40,
454549,OZ,81,2,20,
454549,OZ,81,5,40,
454549,OZ,E1,2,20,
454549,OZ,E1,1,40,
454549,OZ,E2,22,40,
454549,OZ,E3,3,40,
454549,OZ,E4,6,20,
454549,OZ,E4,2,40,
454549,OZ,E5,1,20,
454549,OZ,E5,2,40,
454549,OZ,E8,7,20,
454549,OZ,E8,4,40,
454549,OZ,E9,12,20,
454549,OZ,E9,7,40,
454549,OZ,EA,12,20,
454549,OZ,EA,1,40,
454549,OZ,EC,2,20,
454549,OZ,EC,7,40,
454549,OZ,ED,2,20,
454585,OF,28,164,20,
454585,OF,28,7,40,
454585,OF,3H,1,20,
454585,OF,59,164,20,
454585,OF,59,73,40,
454585,OF,69,165,20,
454585,OF,69,195,40,
454585,OF,6A,130,40,
454585,OF,7A,78,40,
454585,OF,8A,49,20,
454585,OF,8A,195,40,
454585,OF,8B,3,20,
454585,OF,8B,1,40,
454585,OF,E1,1,40,
454585,OF,E2,3,40,
454585,OF,E8,2,40,
454585,OF,E9,1,20,
454585,OF,E9,1,40,
454585,OF,EA,1,40,
454585,OF,ED,1,40,
454585,OZ,10,6,40,
454585,OZ,11,1,20,
454585,OZ,11,9,40,
454585,OZ,12,20,40,
454585,OZ,21,1,40,
454585,OZ,40,1,40,
454585,OZ,41,3,20,
454585,OZ,41,4,40,
454585,OZ,51,1,20,
454585,OZ,51,11,40,
454585,OZ,60,1,20,
454585,OZ,60,1,40,
454585,OZ,61,4,20,
454585,OZ,61,6,40,
454585,OZ,70,2,40,
454585,OZ,71,1,20,
454585,OZ,80,1,20,
454585,OZ,80,1,40,
454585,OZ,81,1,20,
454585,OZ,81,2,40,
454585,OZ,E1,12,40,
454585,OZ,E2,6,40,
454585,OZ,E3,2,40,
454585,OZ,E4,1,20,
454585,OZ,E4,7,40,
454585,OZ,E5,12,40,
454585,OZ,E6,1,40,
454585,OZ,E8,4,40,
454585,OZ,E9,1,20,
454585,OZ,E9,3,40,
454585,OZ,EA,5,20,
454585,OZ,EA,2,40,
454585,OZ,EC,1,20,
454585,OZ,EC,1,40,
454710,OF,28,50,20,
454710,OF,8A,92,40,
454710,OF,8B,1,40,
454710,OF,E1,2,20,
454710,OF,E5,2,20,
454710,OF,E8,1,20,
454710,OZ,10,1,20,
454710,OZ,10,2,40,
454710,OZ,21,2,40,
454710,OZ,41,1,40,
454710,OZ,51,1,40,
454710,OZ,60,15,20,
454710,OZ,61,1,40,
454710,OZ,81,2,20,
454710,OZ,E2,4,40,
454710,OZ,E3,4,20,
454710,OZ,E4,1,20,
454710,OZ,E5,6,20,
454710,OZ,EA,2,20,
