plan_level,voyage_id,group_id,demand_source,flow,port,size,height,weight_class,special_stow,special_stow_code,area_no,bay_no,row_no,row_allocation,six_bay_block_id,six_bay_block_bays,six_bay_block_total_boxes,planned_boxes,IYC_CHEIGHTCD,IYC_CSZ_CSIZECD,IYC_CWEIGHT,IYC_POT_UNLDPORT,IYC_EVOY_ID
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,55,10,E3|55:10:2|E3|57:10:2,E3-SB04,47|49|51|53|55|57,65,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,55,11,E3|55:11:2|E3|57:11:2,E3-SB04,47|49|51|53|55|57,65,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,59,01,E3|59:01:2|E3|61:01:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,59,02,E3|59:02:2|E3|61:02:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,59,03,E3|59:03:2|E3|61:03:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,59,04,E3|59:04:2|E3|61:04:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,59,05,E3|59:05:2|E3|61:05:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,59,06,E3|59:06:2|E3|61:06:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,59,07,E3|59:07:2|E3|61:07:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,59,08,E3|59:08:2|E3|61:08:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,59,09,E3|59:09:2|E3|61:09:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,59,10,E3|59:10:2|E3|61:10:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,59,11,E3|59:11:2|E3|61:11:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,63,01,E3|63:01:2|E3|65:01:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,63,02,E3|63:02:2|E3|65:02:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,63,03,E3|63:03:2|E3|65:03:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,63,04,E3|63:04:2|E3|65:04:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,63,05,E3|63:05:2|E3|65:05:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,63,06,E3|63:06:2|E3|65:06:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,63,07,E3|63:07:2|E3|65:07:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,63,08,E3|63:08:2|E3|65:08:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,63,09,E3|63:09:2|E3|65:09:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,63,10,E3|63:10:2|E3|65:10:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,63,11,E3|63:11:2|E3|65:11:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,67,01,E3|67:01:1|E3|69:01:1,E3-SB05,59|61|63|65|67|69,64,1,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,67,02,E3|67:02:2|E3|69:02:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,67,03,E3|67:03:2|E3|69:03:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,67,04,E3|67:04:2|E3|69:04:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,67,05,E3|67:05:2|E3|69:05:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,67,06,E3|67:06:2|E3|69:06:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,67,07,E3|67:07:2|E3|69:07:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,67,08,E3|67:08:1|E3|69:08:1,E3-SB05,59|61|63|65|67|69,64,1,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,67,09,E3|67:09:2|E3|69:09:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,67,10,E3|67:10:2|E3|69:10:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,67,11,E3|67:11:2|E3|69:11:2,E3-SB05,59|61|63|65|67|69,64,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,71,01,E3|71:01:1|E3|73:01:1,E3-SB06,71|73|75|77|79|81,57,1,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,71,02,E3|71:02:2|E3|73:02:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,71,05,E3|71:05:1|E3|73:05:1,E3-SB06,71|73|75|77|79|81,57,1,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,71,06,E3|71:06:2|E3|73:06:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,71,07,E3|71:07:2|E3|73:07:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,71,08,E3|71:08:2|E3|73:08:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,71,09,E3|71:09:2|E3|73:09:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,71,10,E3|71:10:2|E3|73:10:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,71,11,E3|71:11:1|E3|73:11:1,E3-SB06,71|73|75|77|79|81,57,1,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,75,01,E3|75:01:1|E3|77:01:1,E3-SB06,71|73|75|77|79|81,57,1,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,75,02,E3|75:02:2|E3|77:02:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,75,03,E3|75:03:2|E3|77:03:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,75,04,E3|75:04:2|E3|77:04:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,75,05,E3|75:05:1|E3|77:05:1,E3-SB06,71|73|75|77|79|81,57,1,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,75,06,E3|75:06:2|E3|77:06:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,75,07,E3|75:07:2|E3|77:07:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,75,08,E3|75:08:2|E3|77:08:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,75,09,E3|75:09:2|E3|77:09:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,75,10,E3|75:10:2|E3|77:10:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,75,11,E3|75:11:2|E3|77:11:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,79,01,E3|79:01:2|E3|81:01:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,79,02,E3|79:02:2|E3|81:02:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,79,03,E3|79:03:2|E3|81:03:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,79,04,E3|79:04:2|E3|81:04:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,79,05,E3|79:05:2|E3|81:05:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,79,06,E3|79:06:2|E3|81:06:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,79,07,E3|79:07:2|E3|81:07:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,79,08,E3|79:08:2|E3|81:08:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,79,09,E3|79:09:2|E3|81:09:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,79,10,E3|79:10:2|E3|81:10:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,79,11,E3|79:11:2|E3|81:11:2,E3-SB06,71|73|75|77|79|81,57,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,87,01,E3|87:01:2|E3|89:01:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,87,02,E3|87:02:2|E3|89:02:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,87,03,E3|87:03:2|E3|89:03:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,87,04,E3|87:04:2|E3|89:04:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,87,05,E3|87:05:2|E3|89:05:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,87,06,E3|87:06:1|E3|89:06:1,E3-SB07,83|85|87|89|91|93,63,1,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,87,07,E3|87:07:2|E3|89:07:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,87,08,E3|87:08:2|E3|89:08:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,87,09,E3|87:09:1|E3|89:09:1,E3-SB07,83|85|87|89|91|93,63,1,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,87,10,E3|87:10:2|E3|89:10:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,87,11,E3|87:11:2|E3|89:11:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,91,01,E3|91:01:2|E3|93:01:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,91,02,E3|91:02:2|E3|93:02:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,91,03,E3|91:03:1|E3|93:03:1,E3-SB07,83|85|87|89|91|93,63,1,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,91,04,E3|91:04:2|E3|93:04:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,91,05,E3|91:05:2|E3|93:05:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,91,06,E3|91:06:2|E3|93:06:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,91,07,E3|91:07:2|E3|93:07:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,91,08,E3|91:08:2|E3|93:08:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,91,09,E3|91:09:2|E3|93:09:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,91,10,E3|91:10:2|E3|93:10:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,91,11,E3|91:11:2|E3|93:11:2,E3-SB07,83|85|87|89|91|93,63,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,95,01,E3|95:01:2|E3|97:01:2,,,0,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,95,02,E3|95:02:2|E3|97:02:2,,,0,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,95,03,E3|95:03:1|E3|97:03:1,,,0,1,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,95,04,E3|95:04:2|E3|97:04:2,,,0,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,95,05,E3|95:05:2|E3|97:05:2,,,0,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,95,06,E3|95:06:2|E3|97:06:2,,,0,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,95,07,E3|95:07:2|E3|97:07:2,,,0,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,95,08,E3|95:08:2|E3|97:08:2,,,0,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,95,09,E3|95:09:2|E3|97:09:2,,,0,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,95,10,E3|95:10:2|E3|97:10:2,,,0,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E3,95,11,E3|95:11:2|E3|97:11:2,,,0,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,11,02,E4|11:02:1|E4|13:02:1,E4-SB01,11|13|15|17|19|21,29,1,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,11,05,E4|11:05:3|E4|13:05:3,E4-SB01,11|13|15|17|19|21,29,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,11,09,E4|11:09:1|E4|13:09:1,E4-SB01,11|13|15|17|19|21,29,1,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,15,02,E4|15:02:3|E4|17:02:3,E4-SB01,11|13|15|17|19|21,29,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,15,03,E4|15:03:3|E4|17:03:3,E4-SB01,11|13|15|17|19|21,29,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,15,04,E4|15:04:3|E4|17:04:3,E4-SB01,11|13|15|17|19|21,29,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,15,05,E4|15:05:2|E4|17:05:2,E4-SB01,11|13|15|17|19|21,29,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,15,06,E4|15:06:3|E4|17:06:3,E4-SB01,11|13|15|17|19|21,29,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,15,07,E4|15:07:2|E4|17:07:2,E4-SB01,11|13|15|17|19|21,29,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,15,09,E4|15:09:2|E4|17:09:2,E4-SB01,11|13|15|17|19|21,29,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,15,10,E4|15:10:3|E4|17:10:3,E4-SB01,11|13|15|17|19|21,29,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,15,11,E4|15:11:3|E4|17:11:3,E4-SB01,11|13|15|17|19|21,29,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,27,01,E4|27:01:3|E4|29:01:3,E4-SB02,23|25|27|29|31|33,54,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,27,02,E4|27:02:4|E4|29:02:4,E4-SB02,23|25|27|29|31|33,54,4,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,27,03,E4|27:03:3|E4|29:03:3,E4-SB02,23|25|27|29|31|33,54,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,27,04,E4|27:04:3|E4|29:04:3,E4-SB02,23|25|27|29|31|33,54,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,27,05,E4|27:05:2|E4|29:05:2,E4-SB02,23|25|27|29|31|33,54,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,27,06,E4|27:06:3|E4|29:06:3,E4-SB02,23|25|27|29|31|33,54,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,27,08,E4|27:08:2|E4|29:08:2,E4-SB02,23|25|27|29|31|33,54,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,27,09,E4|27:09:2|E4|29:09:2,E4-SB02,23|25|27|29|31|33,54,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,27,10,E4|27:10:3|E4|29:10:3,E4-SB02,23|25|27|29|31|33,54,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,27,11,E4|27:11:3|E4|29:11:3,E4-SB02,23|25|27|29|31|33,54,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,31,01,E4|31:01:4|E4|33:01:4,E4-SB02,23|25|27|29|31|33,54,4,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,31,03,E4|31:03:2|E4|33:03:2,E4-SB02,23|25|27|29|31|33,54,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,31,04,E4|31:04:3|E4|33:04:3,E4-SB02,23|25|27|29|31|33,54,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,31,05,E4|31:05:4|E4|33:05:4,E4-SB02,23|25|27|29|31|33,54,4,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,31,07,E4|31:07:4|E4|33:07:4,E4-SB02,23|25|27|29|31|33,54,4,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,31,08,E4|31:08:2|E4|33:08:2,E4-SB02,23|25|27|29|31|33,54,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,31,09,E4|31:09:3|E4|33:09:3,E4-SB02,23|25|27|29|31|33,54,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,31,11,E4|31:11:4|E4|33:11:4,E4-SB02,23|25|27|29|31|33,54,4,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,39,01,E4|39:01:3|E4|41:01:3,E4-SB03,35|37|39|41|43|45,40,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,39,02,E4|39:02:3|E4|41:02:3,E4-SB03,35|37|39|41|43|45,40,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,39,04,E4|39:04:3|E4|41:04:3,E4-SB03,35|37|39|41|43|45,40,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,39,05,E4|39:05:3|E4|41:05:3,E4-SB03,35|37|39|41|43|45,40,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,39,07,E4|39:07:2|E4|41:07:2,E4-SB03,35|37|39|41|43|45,40,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,39,11,E4|39:11:3|E4|41:11:3,E4-SB03,35|37|39|41|43|45,40,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,43,01,E4|43:01:2|E4|45:01:2,E4-SB03,35|37|39|41|43|45,40,2,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,43,03,E4|43:03:3|E4|45:03:3,E4-SB03,35|37|39|41|43|45,40,3,HQ,40,1,CNSHA,
small,453273,453273_S002,document,IE,CNSHA,40,HQ,1,False,NORMAL,E4,43,04,E4|43:04:2|E4|45:04:2,E4-SB03,35|37|39|41|43|45,40,2,HQ,40,1,CNSHA,
