phase,iteration,current_energy,best_energy,temperature,accepted_count
medium,0,251368.426651,251368.426651,80.0,0
medium,3000,251519.466403,251367.644043,13.257816,28
medium,6000,251428.555223,251367.644043,2.197121,56
medium,9000,251368.426651,251367.644043,0.364113,84
medium,10000,251368.426651,251367.644043,0.2,84
