plan_level,six_bay_block_id,area_no,six_bay_block_bays,six_bay_block_total_boxes,allocation_summary
small_six_bay_block,19-SB01,19,01|03|05|15|17|19,32,454447_S001|10;454710_S004|18;454710_S008|4
small_six_bay_block,19-SB02,19,21|23|25|27|33|35,9,454447_S002|2;454447_S003|3;454710_S007|4
small_six_bay_block,1A-SB01,1A,01|03|05|07|09|11,2,453416_S005|2
small_six_bay_block,1A-SB02,1A,13|15|17|19|21|23,4,453416_S005|4
small_six_bay_block,1A-SB03,1A,25|31|33|35|37|39,31,453416_S003|8;453416_S004|11;453416_S005|8;454549_S003|1;454549_S004|3
small_six_bay_block,1A-SB04,1A,41|43|45|47|49|51,10,453416_S005|10
small_six_bay_block,1B-SB01,1B,01|03|05|07|09|11,36,453388_S008|31;453388_S012|1;453388_S015|4
small_six_bay_block,1B-SB03,1B,25|27|29|31|33|35,33,453388_S012|33
small_six_bay_block,1B-SB04,1B,37|39|41|43|45|47,26,453388_S014|2;453388_S015|24
small_six_bay_block,28-SB01,28,01|03|05|07|13|15,8,453356_S001|3;453416_S001|5
small_six_bay_block,28-SB02,28,17|19|21|23|25|27,1,453416_S001|1
small_six_bay_block,28-SB03,28,33|35|37|39|45|47,4,453356_S002|4
small_six_bay_block,28-SB04,28,49|51|53|55|57|59,1,453416_S005|1
small_six_bay_block,29-SB01,29,01|03|05|07|09|11,22,453250_S001|22
small_six_bay_block,29-SB02,29,13|15|17|19|21|23,17,453250_S004|3;453250_S007|6;453250_S008|8
small_six_bay_block,29-SB03,29,25|27|29|31|33|35,1,454447_S004|1
small_six_bay_block,2A-SB03,2A,25|27|29|31|33|35,15,453416_S012|15
small_six_bay_block,2A-SB04,2A,37|39|41|43|45|47,2,453356_S003|2
small_six_bay_block,2B-SB01,2B,01|03|05|07|09|11,13,453416_S012|13
small_six_bay_block,2B-SB02,2B,13|15|21|23|25|27,25,453416_S012|25
small_six_bay_block,2B-SB03,2B,29|31|33|35|37|39,44,453416_S002|24;453416_S005|10;453416_S012|10
small_six_bay_block,2B-SB04,2B,41|43|45|47|49|51,23,453416_S002|23
small_six_bay_block,38-SB01,38,05|07|09|11|13|15,20,453416_S001|1;453416_S005|1;453416_S012|18
small_six_bay_block,38-SB02,38,17|19|21|23|29|31,13,453416_S005|13
small_six_bay_block,38-SB03,38,33|35|37|39|45|47,3,453416_S005|3
small_six_bay_block,38-SB04,38,49|51|53|55|57|59,5,453416_S005|5
small_six_bay_block,39-SB01,39,09|11|23|25|27|37,2,453250_S002|2
small_six_bay_block,39-SB02,39,49|51|57|59|61|63,2,453250_S006|2
small_six_bay_block,3B-SB01,3B,05|07|09|11|13|15,6,454447_S005|6
small_six_bay_block,3B-SB02,3B,17|19|21|23|25|27,2,453324_S001|2
small_six_bay_block,3B-SB03,3B,29|31|33|35|37|39,1,453308_S014|1
small_six_bay_block,3B-SB04,3B,41|43|45|47|49|51,3,453308_S014|2;453324_S003|1
small_six_bay_block,3B-SB05,3B,53|55|57|59|61|63,4,453308_S010|2;453308_S012|1;453324_S003|1
small_six_bay_block,49-SB01,49,01|03|05|07|09|11,8,453352_S001|8
small_six_bay_block,49-SB02,49,13|15|17|19|21|23,5,453250_S003|2;453352_S002|3
small_six_bay_block,49-SB03,49,25|27|29|31|33|35,46,453388_S001|20;453388_S004|26
small_six_bay_block,49-SB04,49,37|39|41|43|45|47,35,453388_S006|7;453412_S001|8;453412_S002|7;453412_S003|6;454549_S001|2;454549_S002|5
small_six_bay_block,49-SB05,49,49|51|53|55|57|59,26,453250_S005|26
small_six_bay_block,4A-SB01,4A,01|03|05|07|09|11,42,453416_S010|42
small_six_bay_block,4A-SB02,4A,13|15|17|19|21|23,7,454710_S010|7
small_six_bay_block,4A-SB03,4A,25|27|29|31|33|35,15,454710_S007|15
small_six_bay_block,4A-SB04,4A,37|39|41|43|45|47,17,453388_S013|4;453416_S013|8;454710_S012|5
small_six_bay_block,4A-SB05,4A,49|51|53|55|57|59,75,453388_S003|44;453388_S007|16;453416_S001|15
small_six_bay_block,4B-SB04,4B,37|39|41|43|45|47,52,453388_S015|52
small_six_bay_block,59-SB01,59,01|03|05|07|09|11,28,453308_S002|4;453308_S006|22;454585_S001|2
small_six_bay_block,59-SB02,59,13|15|17|19|21|23,10,453308_S005|2;453308_S006|3;453412_S005|2;454585_S003|1;454585_S004|2
small_six_bay_block,59-SB03,59,25|27|29|31|33|35,2,453308_S004|1;454585_S005|1
small_six_bay_block,59-SB04,59,37|39|41|43|45|47,4,454585_S002|3;454585_S015|1
small_six_bay_block,59-SB05,59,49|51|53|55|57|59,35,453308_S001|22;453308_S003|13
small_six_bay_block,5A-SB02,5A,13|15|17|19|21|23,26,453388_S010|26
small_six_bay_block,5A-SB03,5A,25|27|29|31|33|35,78,453388_S010|78
small_six_bay_block,5A-SB06,5A,61|63|65|67|69|71,28,453388_S006|2;453388_S019|26
small_six_bay_block,5B-SB01,5B,01|03|05|07|09|11,16,453416_S005|16
small_six_bay_block,5B-SB02,5B,13|15|17|19|25|27,13,453416_S005|13
small_six_bay_block,5B-SB03,5B,29|31|33|35|37|39,14,453416_S005|14
small_six_bay_block,5B-SB04,5B,41|43|45|47|49|51,4,453416_S005|4
small_six_bay_block,69-SB01,69,01|03|05|07|09|11,17,453388_S004|6;453388_S005|1;453388_S010|10
small_six_bay_block,69-SB02,69,13|15|17|19|21|23,36,453388_S004|14;453388_S008|5;453388_S010|4;453388_S012|13
small_six_bay_block,69-SB03,69,25|27|29|31|33|35,49,453388_S002|20;453388_S003|29
small_six_bay_block,69-SB04,69,37|39|41|43|45|47,54,453388_S003|47;453388_S019|7
small_six_bay_block,69-SB06,69,61|63|65|67|69|71,49,453388_S012|14;453388_S019|35
small_six_bay_block,6A-SB01,6A,01|03|05|07|09|11,5,453250_S005|2;453250_S009|3
small_six_bay_block,6B-SB01,6B,01|03|05|07|09|11,23,453412_S008|23
small_six_bay_block,6B-SB02,6B,13|15|17|19|21|23,10,453412_S004|10
small_six_bay_block,6B-SB05,6B,61|63|65|67|69|71,10,453396_S006|1;453412_S004|9
small_six_bay_block,7A-SB01,7A,01|03|05|07|09|11,19,454585_S009|12;454585_S010|7
small_six_bay_block,89-SB01,89,01|03|05|07|13|15,6,453416_S005|6
small_six_bay_block,89-SB03,89,29|31|33|35|37|39,26,453308_S002|26
small_six_bay_block,89-SB04,89,41|43|45|47|49|51,5,453416_S005|5
small_six_bay_block,8A-SB01,8A,01|03|05|07|09|11,27,453396_S002|11;453396_S004|2;454710_S002|13;454710_S005|1
small_six_bay_block,8A-SB02,8A,13|15|17|19|21|23,2,454710_S001|2
small_six_bay_block,8A-SB03,8A,25|27|29|31|33|35,9,453396_S003|4;454710_S003|5
small_six_bay_block,8A-SB04,8A,37|39|41|43|45|47,24,454585_S015|3;454710_S007|21
small_six_bay_block,8A-SB05,8A,49|51|53|55|57|59,1,453396_S001|1
small_six_bay_block,8B-SB01,8B,01|03|05|07|09|11,29,454710_S005|11;454710_S009|18
small_six_bay_block,8B-SB02,8B,13|15|17|19|21|23,25,454585_S012|14;454585_S018|11
small_six_bay_block,8B-SB03,8B,25|27|37|39|41|43,7,453412_S005|2;454585_S015|5
small_six_bay_block,8B-SB04,8B,45|47|49|51|53|55,9,453308_S011|1;454710_S011|8
small_six_bay_block,8B-SB05,8B,57|59|61|63|65|67,21,454585_S015|12;454585_S017|9
small_six_bay_block,E5-SB03,E5,33|35|37|39|41|43,9,453388_S013|7;454710_S010|2
